rank,listing_type,id,name,author,author_alias,attribution_link,total_downloads,adjusted_total_downloads,latest_snapshot
368,map,huancayo-jauja,Huancayo/Jauja,kaicardenas0618,kaicardenas0618,https://github.com/kaicardenas0618,43,43,snapshot_2026_09_09.json
369,map,doha,Doha,pierreggt,pierreggt,https://github.com/pierreggt,42,42,snapshot_2026_09_09.json
370,map,kiel,Kiel,pierreggt,pierreggt,https://github.com/pierreggt,42,42,snapshot_2026_09_09.json
371,map,yukina-sk-kosice-presov,Košice - Prešov,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,42,42,snapshot_2026_09_09.json
372,map,bielefeld,Bielefeld,pierreggt,pierreggt,https://github.com/pierreggt,40,40,snapshot_2026_09_09.json
373,map,freiburg,Freiburg im Breisgau,pierreggt,pierreggt,https://github.com/pierreggt,38,38,snapshot_2026_09_09.json
374,map,erfurt,Erfurt,pierreggt,pierreggt,https://github.com/pierreggt,37,37,snapshot_2026_09_09.json
375,map,yukina-sk-banska-bystrica,Banská Bystrica,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,35,35,snapshot_2026_09_09.json
376,mod,imb11-subwaycine,SubwayCine,IMB11,IMB11,https://github.com/IMB11,33,33,snapshot_2026_09_09.json
377,map,magdeburg,Magdeburg,pierreggt,pierreggt,https://github.com/pierreggt,32,32,snapshot_2026_09_09.json
378,map,muscat,Muscat,pierreggt,pierreggt,https://github.com/pierreggt,32,32,snapshot_2026_09_09.json
379,map,luebeck,Lübeck,pierreggt,pierreggt,https://github.com/pierreggt,30,30,snapshot_2026_09_09.json
380,map,chemnitz,Chemnitz,pierreggt,pierreggt,https://github.com/pierreggt,29,29,snapshot_2026_09_09.json
381,map,kuwait-city,Kuwait City,pierreggt,pierreggt,https://github.com/pierreggt,29,29,snapshot_2026_09_09.json
382,mod,la-metro-trainpack,LA Metro Trainpack,NoahGarrf,NoahGarrf,https://github.com/NoahGarrf,29,29,snapshot_2026_09_09.json
383,map,metz-nancy,Metz - Nancy,pierreggt,pierreggt,https://github.com/pierreggt,29,29,snapshot_2026_09_09.json
384,map,martinique,Martinique,pierreggt,pierreggt,https://github.com/pierreggt,28,28,snapshot_2026_09_09.json
385,map,yukina-sk-nitra,Nitra,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,28,28,snapshot_2026_09_09.json
386,map,guadeloupe,Guadeloupe,pierreggt,pierreggt,https://github.com/pierreggt,27,27,snapshot_2026_09_09.json
387,map,ipoh,Ipoh,nzh0172,naz,https://github.com/nzh0172,27,27,snapshot_2026_09_09.json
388,map,yukina-sk-poprad-spisska-nova-ves,Poprad - Spišská Nová Ves,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,27,27,snapshot_2026_09_09.json
389,map,aleppo,Aleppo,pierreggt,pierreggt,https://github.com/pierreggt,26,26,snapshot_2026_09_09.json
390,map,brest,Brest,pierreggt,pierreggt,https://github.com/pierreggt,26,26,snapshot_2026_09_09.json
391,map,moenchengladbach,Mönchengladbach,pierreggt,pierreggt,https://github.com/pierreggt,26,26,snapshot_2026_09_09.json
392,map,yukina-sk-zilina,Žilina,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,25,25,snapshot_2026_09_09.json
393,map,angers,Angers,pierreggt,pierreggt,https://github.com/pierreggt,24,24,snapshot_2026_09_09.json
394,mod,prospector-ghebeek,Prospector,matematysek,matematysek,https://github.com/matematysek,23,23,snapshot_2026_09_09.json
395,map,rouen,Rouen,pierreggt,pierreggt,https://github.com/pierreggt,23,23,snapshot_2026_09_09.json
396,map,orleans,Orléans,pierreggt,pierreggt,https://github.com/pierreggt,22,22,snapshot_2026_09_09.json
397,map,tours,Tours,pierreggt,pierreggt,https://github.com/pierreggt,22,22,snapshot_2026_09_09.json
398,map,caen,Caen,pierreggt,pierreggt,https://github.com/pierreggt,21,21,snapshot_2026_09_09.json
399,map,erbil,Erbil,pierreggt,pierreggt,https://github.com/pierreggt,21,21,snapshot_2026_09_09.json
400,map,guyane,Guyane,pierreggt,pierreggt,https://github.com/pierreggt,21,21,snapshot_2026_09_09.json
401,map,yukina-sk-trencin,Trenčín,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,21,21,snapshot_2026_09_09.json
402,map,besancon,Besançon,pierreggt,pierreggt,https://github.com/pierreggt,20,20,snapshot_2026_09_09.json
403,map,calais-dunkerque,Calais - Dunkerque,pierreggt,pierreggt,https://github.com/pierreggt,20,20,snapshot_2026_09_09.json
404,map,mosul,Mosul,pierreggt,pierreggt,https://github.com/pierreggt,20,20,snapshot_2026_09_09.json
405,map,pau,Pau,pierreggt,pierreggt,https://github.com/pierreggt,20,20,snapshot_2026_09_09.json
406,map,dijon,Dijon,pierreggt,pierreggt,https://github.com/pierreggt,19,19,snapshot_2026_09_09.json
407,map,le-mans,Le Mans,pierreggt,pierreggt,https://github.com/pierreggt,19,19,snapshot_2026_09_09.json
408,map,reims,Reims,pierreggt,pierreggt,https://github.com/pierreggt,19,19,snapshot_2026_09_09.json
409,map,amiens,Amiens,pierreggt,pierreggt,https://github.com/pierreggt,18,18,snapshot_2026_09_09.json
