rank,listing_type,id,name,author,author_alias,attribution_link,download_change,adjusted_download_change,current_total,adjusted_current_total,baseline_total,adjusted_baseline_total,latest_snapshot,baseline_snapshot
21,mod,station-dots,Station Dots,nzh0172,naz,https://github.com/nzh0172,87,87,3234,3234,3147,3147,snapshot_2026_09_10.json,snapshot_2026_09_03.json
22,mod,orbital-surveyor,Orbital Surveyor,BarKuperman,BarKuperman,https://github.com/BarKuperman,84,84,2330,2330,2246,2246,snapshot_2026_09_10.json,snapshot_2026_09_03.json
23,map,yukina-ua-lviv,Львів / Lviv,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,83,83,196,196,113,113,snapshot_2026_09_10.json,snapshot_2026_09_03.json
24,map,berlin-val,Berlin,Valdotorium,Valdotorium,https://github.com/Valdotorium,82,82,2518,2518,2436,2436,snapshot_2026_09_10.json,snapshot_2026_09_03.json
25,map,yukina-pl-warszawa,Warszawa,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,81,81,1648,1648,1567,1567,snapshot_2026_09_10.json,snapshot_2026_09_03.json
26,mod,track-anarchy,Track Anarchy,seanyushoumori,seanyushoumori,https://github.com/seanyushoumori,79,79,1871,1871,1792,1792,snapshot_2026_09_10.json,snapshot_2026_09_03.json
27,map,hamburg,Hamburg,pierreggt,pierreggt,https://github.com/pierreggt,79,79,162,162,83,83,snapshot_2026_09_10.json,snapshot_2026_09_03.json
28,map,yukina-tw-taipei,臺北 (Taipei),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,76,76,2159,2159,2083,2083,snapshot_2026_09_10.json,snapshot_2026_09_03.json
29,mod,missed-connections,Missed Connections,rslurry,slurry,https://github.com/rslurry,76,76,1895,1895,1819,1819,snapshot_2026_09_10.json,snapshot_2026_09_03.json
30,map,muenchen,München,pierreggt,pierreggt,https://github.com/pierreggt,73,73,159,159,86,86,snapshot_2026_09_10.json,snapshot_2026_09_03.json
31,map,montreal,Montreal,subway-builder-modded-admin,Subway Builder Modded,https://subwaybuildermodded.com,72,72,2315,2315,2243,2243,snapshot_2026_09_10.json,snapshot_2026_09_03.json
32,map,yukina-ua-odesa,Одеса / Odesa,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,72,72,190,190,118,118,snapshot_2026_09_10.json,snapshot_2026_09_03.json
33,map,yukina-ua-kharkiv,Харків / Kharkiv,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,71,71,187,187,116,116,snapshot_2026_09_10.json,snapshot_2026_09_03.json
34,mod,simple-trains,Simple Trains,Bobby-047,Bobby-047,https://github.com/Bobby-047,69,69,3716,3716,3647,3647,snapshot_2026_09_10.json,snapshot_2026_09_03.json
35,mod,scrollable-dropdowns,Scrollable Dropdowns,seanyushoumori,seanyushoumori,https://github.com/seanyushoumori,69,69,1726,1726,1657,1657,snapshot_2026_09_10.json,snapshot_2026_09_03.json
36,map,yukina-ua-dnipro,Дніпро / Dnipro,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,67,67,168,168,101,101,snapshot_2026_09_10.json,snapshot_2026_09_03.json
37,mod,track-visualizer,track height visualizer,seanyushoumori,seanyushoumori,https://github.com/seanyushoumori,66,66,2565,2565,2499,2499,snapshot_2026_09_10.json,snapshot_2026_09_03.json
38,map,ruhrgebiet,Ruhrgebiet,pierreggt,pierreggt,https://github.com/pierreggt,65,65,139,139,74,74,snapshot_2026_09_10.json,snapshot_2026_09_03.json
39,map,bonn-koeln,Bonn-Köln,pierreggt,pierreggt,https://github.com/pierreggt,65,65,132,132,67,67,snapshot_2026_09_10.json,snapshot_2026_09_03.json
40,map,mfn-hong-kong,Hong Kong,crumpetime,muffintime,https://github.com/crumpetime,64,64,3052,3052,2988,2988,snapshot_2026_09_10.json,snapshot_2026_09_03.json
41,mod,any-money,anyMoney,nzh0172,naz,https://github.com/nzh0172,59,59,2467,2467,2408,2408,snapshot_2026_09_10.json,snapshot_2026_09_03.json
42,map,madrid,Madrid,Maximilian284,max02,https://github.com/Maximilian284,59,59,1639,1639,1580,1580,snapshot_2026_09_10.json,snapshot_2026_09_03.json
43,mod,madrid-transit-pack,Madrid Transit Pack,xoaninc,xoaninc,https://github.com/xoaninc,52,52,176,176,124,124,snapshot_2026_09_10.json,snapshot_2026_09_03.json
44,map,yukina-ua-zaporizhzhia,Запоріжжя / Zaporizhzhia,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,51,51,108,108,57,57,snapshot_2026_09_10.json,snapshot_2026_09_03.json
45,map,vancouver,Vancouver,subway-builder-modded-admin,Subway Builder Modded,https://subwaybuildermodded.com,50,50,1942,1942,1892,1892,snapshot_2026_09_10.json,snapshot_2026_09_03.json
46,map,singapore-val,Singapore,Valdotorium,Valdotorium,https://github.com/Valdotorium,50,50,1808,1808,1758,1758,snapshot_2026_09_10.json,snapshot_2026_09_03.json
47,mod,citymapper,Citymapper,Gio1112,giorgiodabest,https://giorgio.is-a.dev/,49,49,2796,2796,2747,2747,snapshot_2026_09_10.json,snapshot_2026_09_03.json
48,map,barcelona,Barcelona,Maximilian284,max02,https://github.com/Maximilian284,48,48,1835,1835,1787,1787,snapshot_2026_09_10.json,snapshot_2026_09_03.json
49,map,yukina-ua-kryvyi-rih,Кривий Ріг / Kryvyi Rih,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,48,48,112,112,64,64,snapshot_2026_09_10.json,snapshot_2026_09_03.json
50,mod,tod,Transit-Oriented Development[beta],hsullivan1201,hsullivan1201,https://github.com/hsullivan1201,47,47,2612,2612,2565,2565,snapshot_2026_09_10.json,snapshot_2026_09_03.json
51,map,paris-ile-de-france,Paris - Ile de France,pierreggt,pierreggt,https://github.com/pierreggt,47,47,1529,1529,1482,1482,snapshot_2026_09_10.json,snapshot_2026_09_03.json
52,map,yukina-osaka,大阪 (Ōsaka),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,45,45,2866,2866,2821,2821,snapshot_2026_09_10.json,snapshot_2026_09_03.json
53,map,istanbul,Istanbul,pierreggt,pierreggt,https://github.com/pierreggt,45,45,507,507,462,462,snapshot_2026_09_10.json,snapshot_2026_09_03.json
54,map,shanghai,Shanghai,Kronifer,Kronifer,https://github.com/Kronifer,42,42,1762,1762,1720,1720,snapshot_2026_09_10.json,snapshot_2026_09_03.json
55,map,yukina-ee-tallinn,Tallinn,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,42,42,786,786,744,744,snapshot_2026_09_10.json,snapshot_2026_09_03.json
56,mod,map-markers,Map Markers,roquerodrigo,roquerodrigo,https://github.com/roquerodrigo,41,41,1169,1169,1128,1128,snapshot_2026_09_10.json,snapshot_2026_09_03.json
57,map,yukina-pl-krakow,Kraków,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,41,41,1041,1041,1000,1000,snapshot_2026_09_10.json,snapshot_2026_09_03.json
58,map,yukina-lv-riga,Rīga,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,41,41,857,857,816,816,snapshot_2026_09_10.json,snapshot_2026_09_03.json
59,map,zurich,Zurich,Kronifer,Kronifer,https://github.com/Kronifer,40,40,2195,2195,2155,2155,snapshot_2026_09_10.json,snapshot_2026_09_03.json
60,map,yukina-lt-vilnius,Vilnius,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,40,40,501,501,461,461,snapshot_2026_09_10.json,snapshot_2026_09_03.json
61,map,yukina-cz-brno,Brno,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,38,38,778,778,740,740,snapshot_2026_09_10.json,snapshot_2026_09_03.json
62,map,au-syd2,Sydney,subway-builder-modded-admin,Subway Builder Modded,https://subwaybuildermodded.com,38,38,447,447,409,409,snapshot_2026_09_10.json,snapshot_2026_09_03.json
63,map,chongqing,Chongqing,Kronifer,Kronifer,https://github.com/Kronifer,37,37,927,927,890,890,snapshot_2026_09_10.json,snapshot_2026_09_03.json
64,mod,mode-manager,Mode Manager,Mpfk,Mpfk,https://github.com/Mpfk,36,36,1892,1892,1856,1856,snapshot_2026_09_10.json,snapshot_2026_09_03.json
65,map,sydney,Sydney,WillBarouch,WillBarouch,https://github.com/WillBarouch,36,36,1363,1363,1327,1327,snapshot_2026_09_10.json,snapshot_2026_09_03.json
66,map,au-melbourne,Melbourne,subway-builder-modded-admin,Subway Builder Modded,https://subwaybuildermodded.com,36,36,500,500,464,464,snapshot_2026_09_10.json,snapshot_2026_09_03.json
67,map,baghdad,Baghdad,pierreggt,pierreggt,https://github.com/pierreggt,36,36,116,116,80,80,snapshot_2026_09_10.json,snapshot_2026_09_03.json
68,mod,noah-great-society,Great Society Metro Train,NoahGarrf,NoahGarrf,https://github.com/NoahGarrf,36,36,83,83,47,47,snapshot_2026_09_10.json,snapshot_2026_09_03.json
69,map,amsterdam,Amsterdam,ryandicicco,ryandicicco,https://github.com/ryandicicco,35,35,1733,1733,1698,1698,snapshot_2026_09_10.json,snapshot_2026_09_03.json
70,map,seoul,Seoul,cromstar,cromstar,https://github.com/cromstar,35,35,373,373,338,338,snapshot_2026_09_10.json,snapshot_2026_09_03.json
71,map,yukina-kyoto,京都 (Kyōto),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,34,34,1692,1692,1658,1658,snapshot_2026_09_10.json,snapshot_2026_09_03.json
72,map,greater-los-angeles,Greater Los Angeles,rslurry,slurry,https://github.com/rslurry,33,33,3793,3793,3760,3760,snapshot_2026_09_10.json,snapshot_2026_09_03.json
73,map,warsaw-val,Warsaw,Valdotorium,Valdotorium,https://github.com/Valdotorium,33,33,687,687,654,654,snapshot_2026_09_10.json,snapshot_2026_09_03.json
74,mod,penguin-approved-rolling-stock,Penguin-Approved Rolling Stock,prodigious-penguin,prodigious-penguin,https://github.com/prodigious-penguin,33,33,215,215,182,182,snapshot_2026_09_10.json,snapshot_2026_09_03.json
75,map,grand-geneve,Grand Genève,pierreggt,pierreggt,https://github.com/pierreggt,33,33,101,101,68,68,snapshot_2026_09_10.json,snapshot_2026_09_03.json
76,map,yukina-keihanshin,京阪神 (Keihanshin),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,32,32,1235,1235,1203,1203,snapshot_2026_09_10.json,snapshot_2026_09_03.json
77,map,beijing,Beijing,Kronifer,Kronifer,https://github.com/Kronifer,31,31,1074,1074,1043,1043,snapshot_2026_09_10.json,snapshot_2026_09_03.json
78,map,ottawa,Ottawa,subway-builder-modded-admin,Subway Builder Modded,https://subwaybuildermodded.com,31,31,882,882,851,851,snapshot_2026_09_10.json,snapshot_2026_09_03.json
79,map,mfn-lasvegas,Las Vegas,crumpetime,muffintime,https://github.com/crumpetime,31,31,727,727,696,696,snapshot_2026_09_10.json,snapshot_2026_09_03.json
80,map,nz-auckland,Auckland,subway-builder-modded-admin,Subway Builder Modded,https://subwaybuildermodded.com,31,31,348,348,317,317,snapshot_2026_09_10.json,snapshot_2026_09_03.json
81,map,helsinki,Helsinki,rslurry,slurry,https://github.com/rslurry,30,30,1335,1335,1305,1305,snapshot_2026_09_10.json,snapshot_2026_09_03.json
82,map,tel-aviv,Tel Aviv,BarKuperman,BarKuperman,https://github.com/BarKuperman,30,30,759,759,729,729,snapshot_2026_09_10.json,snapshot_2026_09_03.json
83,map,charleston-huntington-wv,Charleston-Huntington,PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,30,30,293,293,263,263,snapshot_2026_09_10.json,snapshot_2026_09_03.json
84,map,yukina-sk-bratislava,Bratislava,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,30,30,167,167,137,137,snapshot_2026_09_10.json,snapshot_2026_09_03.json
85,map,stuttgart,Stuttgart,pierreggt,pierreggt,https://github.com/pierreggt,30,30,68,68,38,38,snapshot_2026_09_10.json,snapshot_2026_09_03.json
86,map,ciudad-de-mexico,Ciudad de México,rslurry,slurry,https://github.com/rslurry,29,29,2113,2113,2084,2084,snapshot_2026_09_10.json,snapshot_2026_09_03.json
87,map,milan,Milan,Maximilian284,max02,https://github.com/Maximilian284,29,29,1071,1071,1042,1042,snapshot_2026_09_10.json,snapshot_2026_09_03.json
88,map,dresden,Dresden,pierreggt,pierreggt,https://github.com/pierreggt,29,29,62,62,33,33,snapshot_2026_09_10.json,snapshot_2026_09_03.json
89,map,rome,Rome,Maximilian284,max02,https://github.com/Maximilian284,28,28,1092,1092,1064,1064,snapshot_2026_09_10.json,snapshot_2026_09_03.json
90,map,yukina-pl-gdansk,Gdańsk,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,28,28,845,845,817,817,snapshot_2026_09_10.json,snapshot_2026_09_03.json
91,map,yukina-tokyo,東京 (Tōkyō),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,28,28,798,798,770,770,snapshot_2026_09_10.json,snapshot_2026_09_03.json
92,map,yukina-tw-taichung,臺中 (Taichung),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,28,28,615,615,587,587,snapshot_2026_09_10.json,snapshot_2026_09_03.json
93,map,shenzhen,Shenzhen,Kronifer,Kronifer,https://github.com/Kronifer,27,27,1223,1223,1196,1196,snapshot_2026_09_10.json,snapshot_2026_09_03.json
94,mod,lrt-trains,LRT Trains,kaicardenas0618,kaicardenas0618,https://github.com/kaicardenas0618,27,27,1134,1134,1107,1107,snapshot_2026_09_10.json,snapshot_2026_09_03.json
95,mod,satellite-overlay,Satellite Overlay,TransitCore,TransitCore,https://github.com/TransitCore,27,27,903,903,876,876,snapshot_2026_09_10.json,snapshot_2026_09_03.json
96,mod,train-anarchy,Train Anarchy,seanyushoumori,seanyushoumori,https://github.com/seanyushoumori,27,27,392,392,365,365,snapshot_2026_09_10.json,snapshot_2026_09_03.json
97,map,catt-gran-santiago,Gran Santiago,holapapie-png,holapapie-png,https://github.com/holapapie-png,27,27,27,27,0,0,snapshot_2026_09_10.json,snapshot_2026_09_03.json
98,map,jelegend-tokyo,東京 (Tokyo),jelegend,jelegend,https://github.com/jelegend,26,26,3769,3769,3743,3743,snapshot_2026_09_10.json,snapshot_2026_09_03.json
99,map,quebec-city,Quebec City,subway-builder-modded-admin,Subway Builder Modded,https://subwaybuildermodded.com,26,26,689,689,663,663,snapshot_2026_09_10.json,snapshot_2026_09_03.json
100,map,yukina-pl-katowice-gzm,Katowice - GZM,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,26,26,600,600,574,574,snapshot_2026_09_10.json,snapshot_2026_09_03.json
101,map,yukina-lt-kaunas,Kaunas,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,26,26,284,284,258,258,snapshot_2026_09_10.json,snapshot_2026_09_03.json
102,map,au-brisbane,Brisbane,subway-builder-modded-admin,Subway Builder Modded,https://subwaybuildermodded.com,26,26,278,278,252,252,snapshot_2026_09_10.json,snapshot_2026_09_03.json
103,map,guangzhou,Guangzhou,Kronifer,Kronifer,https://github.com/Kronifer,25,25,1385,1385,1360,1360,snapshot_2026_09_10.json,snapshot_2026_09_03.json
104,map,yukina-hiroshima-kure,広島 (Hiroshima),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,25,25,956,956,931,931,snapshot_2026_09_10.json,snapshot_2026_09_03.json
105,map,rotterdam-the-hague,Rotterdam-The Hague,ryandicicco,ryandicicco,https://github.com/ryandicicco,24,24,854,854,830,830,snapshot_2026_09_10.json,snapshot_2026_09_03.json
106,map,yukina-northern-kyushu,福北 (Fukuoka & Kitakyūshū),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,24,24,758,758,734,734,snapshot_2026_09_10.json,snapshot_2026_09_03.json
107,map,yukina-cz-ostrava,Ostrava,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,24,24,471,471,447,447,snapshot_2026_09_10.json,snapshot_2026_09_03.json
108,map,yukina-cz-plzen,Plzeň,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,24,24,364,364,340,340,snapshot_2026_09_10.json,snapshot_2026_09_03.json
109,map,eurodistrict-bale,Eurodistrict of Basel,pierreggt,pierreggt,https://github.com/pierreggt,24,24,83,83,59,59,snapshot_2026_09_10.json,snapshot_2026_09_03.json
110,map,yukina-okinawa,沖縄 (Okinawa),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,23,23,890,890,867,867,snapshot_2026_09_10.json,snapshot_2026_09_03.json
111,map,greater-kuala-lumpur,Greater Kuala Lumpur,nzh0172,naz,https://github.com/nzh0172,23,23,573,573,550,550,snapshot_2026_09_10.json,snapshot_2026_09_03.json
112,mod,danield1909-realism-pathfinding,Pathfinding Realism Mod,DanielD1909,DanielD1909,https://github.com/DanielD1909,23,23,286,286,263,263,snapshot_2026_09_10.json,snapshot_2026_09_03.json
113,map,seoul-4,Seoul,kimth9,kimth9,https://github.com/kimth9,22,22,2577,2577,2555,2555,snapshot_2026_09_10.json,snapshot_2026_09_03.json
114,map,yukina-sapporo-chitose,札幌 (Sapporo),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,22,22,1170,1170,1148,1148,snapshot_2026_09_10.json,snapshot_2026_09_03.json
115,map,oslo-no,Oslo,rslurry,slurry,https://github.com/rslurry,22,22,833,833,811,811,snapshot_2026_09_10.json,snapshot_2026_09_03.json
116,map,doha,Doha,pierreggt,pierreggt,https://github.com/pierreggt,22,22,44,44,22,22,snapshot_2026_09_10.json,snapshot_2026_09_03.json
117,map,greater-chicagoland,Greater Chicagoland,NerdieSanders,NerdieSanders,https://github.com/NerdieSanders,21,21,990,990,969,969,snapshot_2026_09_10.json,snapshot_2026_09_03.json
118,map,yukina-cz-liberec-jablonec,Liberec - Jablonec nad Nisou,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,21,21,237,237,216,216,snapshot_2026_09_10.json,snapshot_2026_09_03.json
119,map,yukina-nagoya,名古屋 (Nagoya),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,20,20,1177,1177,1157,1157,snapshot_2026_09_10.json,snapshot_2026_09_03.json
120,map,baltimore-dc-corridor,Baltimore-DC Corridor,rslurry,slurry,https://github.com/rslurry,20,20,1028,1028,1008,1008,snapshot_2026_09_10.json,snapshot_2026_09_03.json
121,map,yukina-cz-ustecko-chomutov,Ústí nad Labem - Chomutov,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,20,20,343,343,323,323,snapshot_2026_09_10.json,snapshot_2026_09_03.json
122,mod,basedgoat-trains,BasedGoat Trains,arniber21,arniber21,https://github.com/arniber21,20,20,245,245,225,225,snapshot_2026_09_10.json,snapshot_2026_09_03.json
123,map,nz-wellington,Wellington,subway-builder-modded-admin,Subway Builder Modded,https://subwaybuildermodded.com,20,20,180,180,160,160,snapshot_2026_09_10.json,snapshot_2026_09_03.json
124,map,yukina-fukuoka,福岡 (Fukuoka),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,19,19,1139,1139,1120,1120,snapshot_2026_09_10.json,snapshot_2026_09_03.json
125,map,yukina-kobe-akashi,神戸・姫路 (Kōbe & Himeji),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,19,19,850,850,831,831,snapshot_2026_09_10.json,snapshot_2026_09_03.json
126,map,calgary,Calgary,subway-builder-modded-admin,Subway Builder Modded,https://subwaybuildermodded.com,19,19,785,785,766,766,snapshot_2026_09_10.json,snapshot_2026_09_03.json
127,map,yukina-tw-kaohsiung,高雄 (Kaohsiung),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,19,19,641,641,622,622,snapshot_2026_09_10.json,snapshot_2026_09_03.json
128,mod,demand-clusters,Demand Clusters,m4d5hr1mp,m4d5hr1mp,https://github.com/m4d5hr1mp,19,19,305,305,286,286,snapshot_2026_09_10.json,snapshot_2026_09_03.json
129,map,lille,Lille - Flandre & Hainaut,pierreggt,pierreggt,https://github.com/pierreggt,19,19,238,238,219,219,snapshot_2026_09_10.json,snapshot_2026_09_03.json
130,map,au-adelaide,Adelaide,subway-builder-modded-admin,Subway Builder Modded,https://subwaybuildermodded.com,19,19,201,201,182,182,snapshot_2026_09_10.json,snapshot_2026_09_03.json
131,map,brussels,Brussels,lexenygma,lexenygma,https://github.com/lexenygma,19,19,131,131,112,112,snapshot_2026_09_10.json,snapshot_2026_09_03.json
132,map,augsburg,Augsburg,pierreggt,pierreggt,https://github.com/pierreggt,19,19,48,48,29,29,snapshot_2026_09_10.json,snapshot_2026_09_03.json
133,map,kiel,Kiel,pierreggt,pierreggt,https://github.com/pierreggt,19,19,42,42,23,23,snapshot_2026_09_10.json,snapshot_2026_09_03.json
134,map,freiburg,Freiburg im Breisgau,pierreggt,pierreggt,https://github.com/pierreggt,19,19,39,39,20,20,snapshot_2026_09_10.json,snapshot_2026_09_03.json
135,mod,la-metro-trainpack,LA Metro Trainpack,NoahGarrf,NoahGarrf,https://github.com/NoahGarrf,19,19,29,29,10,10,snapshot_2026_09_10.json,snapshot_2026_09_03.json
136,map,catt-chile-central,Chile Central,holapapie-png,holapapie-png,https://github.com/holapapie-png,19,19,19,19,0,0,snapshot_2026_09_10.json,snapshot_2026_09_03.json
137,map,valencia,Valencia,Maximilian284,max02,https://github.com/Maximilian284,18,18,514,514,496,496,snapshot_2026_09_10.json,snapshot_2026_09_03.json
138,map,yukina-pl-wroclaw,Wrocław,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,18,18,514,514,496,496,snapshot_2026_09_10.json,snapshot_2026_09_03.json
139,map,naples,Naples,Maximilian284,max02,https://github.com/Maximilian284,18,18,449,449,431,431,snapshot_2026_09_10.json,snapshot_2026_09_03.json
140,map,lyon,Lyon - Vallée du Rhône & Alpes,pierreggt,pierreggt,https://github.com/pierreggt,18,18,368,368,350,350,snapshot_2026_09_10.json,snapshot_2026_09_03.json
141,map,yukina-cz-hradec-pardubice,Hradec Králové - Pardubice,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,18,18,310,310,292,292,snapshot_2026_09_10.json,snapshot_2026_09_03.json
142,mod,resizable-ui,Resizable UI,Tesarzh,Tesarzh,https://github.com/Tesarzh,18,18,251,251,233,233,snapshot_2026_09_10.json,snapshot_2026_09_03.json
143,map,yukina-lt-klaipeda,Klaipėda,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,18,18,179,179,161,161,snapshot_2026_09_10.json,snapshot_2026_09_03.json
144,map,aachen,Aachen,pierreggt,pierreggt,https://github.com/pierreggt,18,18,47,47,29,29,snapshot_2026_09_10.json,snapshot_2026_09_03.json
145,map,bremen,Bremen,pierreggt,pierreggt,https://github.com/pierreggt,18,18,46,46,28,28,snapshot_2026_09_10.json,snapshot_2026_09_03.json
146,map,tampa-bay,Tampa Bay,rslurry,slurry,https://github.com/rslurry,17,17,1033,1033,1016,1016,snapshot_2026_09_10.json,snapshot_2026_09_03.json
147,map,yukina-cz-olomouc,Olomouc,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,17,17,308,308,291,291,snapshot_2026_09_10.json,snapshot_2026_09_03.json
148,map,mfn-msy,New Orleans,crumpetime,muffintime,https://github.com/crumpetime,17,17,263,263,246,246,snapshot_2026_09_10.json,snapshot_2026_09_03.json
149,map,dubai,Dubai,ryandicicco,ryandicicco,https://github.com/ryandicicco,16,16,576,576,560,560,snapshot_2026_09_10.json,snapshot_2026_09_03.json
150,map,yukina-cz-zlin,Zlín,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,16,16,177,177,161,161,snapshot_2026_09_10.json,snapshot_2026_09_03.json
151,map,nantes,Nantes,pierreggt,pierreggt,https://github.com/pierreggt,16,16,168,168,152,152,snapshot_2026_09_10.json,snapshot_2026_09_03.json
152,map,yukina-sendai,仙台 (Sendai),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,15,15,701,701,686,686,snapshot_2026_09_10.json,snapshot_2026_09_03.json
153,map,yukina-pl-lodz,Łódź,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,15,15,418,418,403,403,snapshot_2026_09_10.json,snapshot_2026_09_03.json
154,map,yukina-cz-ceske-budejovice,České Budějovice,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,15,15,231,231,216,216,snapshot_2026_09_10.json,snapshot_2026_09_03.json
