rank,project_key,project_name,author,author_alias,attribution_link,listing_count,download_change,adjusted_download_change,current_total,adjusted_current_total,baseline_total,adjusted_baseline_total,latest_snapshot,baseline_snapshot,map_download_change,adjusted_map_download_change,mod_download_change,adjusted_mod_download_change
36,valdotorium/valdotoriums_trains,Valdotoriums_Trains,Valdotorium,Valdotorium,https://github.com/Valdotorium,1,8,8,3814,3814,3806,3806,snapshot_2026_09_10.json,snapshot_2026_09_09.json,0,0,8,8
37,seanyushoumori/scrollable-dropdowns,scrollable-dropdowns,seanyushoumori,seanyushoumori,https://github.com/seanyushoumori,1,8,8,1728,1728,1720,1720,snapshot_2026_09_10.json,snapshot_2026_09_09.json,0,0,8,8
38,seanyushoumori/train-anarchy,train-anarchy,seanyushoumori,seanyushoumori,https://github.com/seanyushoumori,1,8,8,393,393,385,385,snapshot_2026_09_10.json,snapshot_2026_09_09.json,0,0,8,8
39,kimth9/sb_korean_map_pack,sb_korean_map_pack,kimth9,kimth9,https://github.com/kimth9,19,7,7,8164,8164,8157,8157,snapshot_2026_09_10.json,snapshot_2026_09_09.json,7,7,0,0
40,bobby-047/some-new-trains,Some-new-Trains,Bobby-047,Bobby-047,https://github.com/Bobby-047,1,7,7,3717,3717,3710,3710,snapshot_2026_09_10.json,snapshot_2026_09_09.json,0,0,7,7
41,nzh0172/sb-anymoney,sb-anymoney,nzh0172,naz,https://github.com/nzh0172,1,7,7,2468,2468,2461,2461,snapshot_2026_09_10.json,snapshot_2026_09_09.json,0,0,7,7
42,roquerodrigo/subway-builder-map-markers,subway-builder-map-markers,roquerodrigo,roquerodrigo,https://github.com/roquerodrigo,1,7,7,1170,1170,1163,1163,snapshot_2026_09_10.json,snapshot_2026_09_09.json,0,0,7,7
43,barkuperman/orbital-surveyor,orbital-surveyor,BarKuperman,BarKuperman,https://github.com/BarKuperman,1,6,6,2332,2332,2326,2326,snapshot_2026_09_10.json,snapshot_2026_09_09.json,0,0,6,6
44,rslurry/subwaybuilder-missedconnections,subwaybuilder-missedConnections,rslurry,slurry,https://github.com/rslurry,1,6,6,1897,1897,1891,1891,snapshot_2026_09_10.json,snapshot_2026_09_09.json,0,0,6,6
45,kaicardenas0618/chinese-trains,chinese-trains,kaicardenas0618,kaicardenas0618,https://github.com/kaicardenas0618,1,6,6,521,521,515,515,snapshot_2026_09_10.json,snapshot_2026_09_09.json,0,0,6,6
46,m4d5hr1mp/sb-mods,SB-Mods,m4d5hr1mp,m4d5hr1mp,https://github.com/m4d5hr1mp,1,6,6,306,306,300,300,snapshot_2026_09_10.json,snapshot_2026_09_09.json,0,0,6,6
47,willbarouch/subwaybuilder-sydney,subwaybuilder-sydney,WillBarouch,WillBarouch,https://github.com/WillBarouch,1,5,5,1364,1364,1359,1359,snapshot_2026_09_10.json,snapshot_2026_09_09.json,5,5,0,0
48,transitcore/satellite-overview,Satellite-Overview,TransitCore,TransitCore,https://github.com/TransitCore,1,5,5,904,904,899,899,snapshot_2026_09_10.json,snapshot_2026_09_09.json,0,0,5,5
49,crumpetime/sb-maps-las,sb-maps-las,crumpetime,muffintime,https://github.com/crumpetime,1,5,5,728,728,723,723,snapshot_2026_09_10.json,snapshot_2026_09_09.json,5,5,0,0
50,tesarzh/railyard,railyard,Tesarzh,Tesarzh,https://github.com/Tesarzh,1,5,5,252,252,247,247,snapshot_2026_09_10.json,snapshot_2026_09_09.json,0,0,5,5
51,crumpetime/sb-maps-hkg,sb-maps-hkg,crumpetime,muffintime,https://github.com/crumpetime,1,4,4,3052,3052,3048,3048,snapshot_2026_09_10.json,snapshot_2026_09_09.json,4,4,0,0
52,kaicardenas0618/lrt-trains,lrt-trains,kaicardenas0618,kaicardenas0618,https://github.com/kaicardenas0618,1,4,4,1135,1135,1131,1131,snapshot_2026_09_10.json,snapshot_2026_09_09.json,0,0,4,4
53,bquelhas/subwaybuilder-map-opo,subwaybuilder-map-opo,bquelhas,bquelhas,https://github.com/bquelhas,1,4,4,880,880,876,876,snapshot_2026_09_10.json,snapshot_2026_09_09.json,4,4,0,0
54,cromstar/subwaybuilder-seoul-map,subwaybuilder-seoul-map,cromstar,cromstar,https://github.com/cromstar,1,4,4,375,375,371,371,snapshot_2026_09_10.json,snapshot_2026_09_09.json,4,4,0,0
55,noahgarrf/unrusted-detroit,unrusted-detroit,NoahGarrf,NoahGarrf,https://github.com/NoahGarrf,1,4,4,4,4,0,0,snapshot_2026_09_10.json,snapshot_2026_09_09.json,0,0,4,4
56,gio1112/subway-builder-citymapper,subway-builder-citymapper,Gio1112,giorgiodabest,https://giorgio.is-a.dev/,1,3,3,2797,2797,2794,2794,snapshot_2026_09_10.json,snapshot_2026_09_09.json,0,0,3,3
57,transitcore/cinematic-camera,cinematic-camera,TransitCore,TransitCore,https://github.com/TransitCore,1,3,3,625,625,622,622,snapshot_2026_09_10.json,snapshot_2026_09_09.json,0,0,3,3
58,nzh0172/sb-malaysia-map-pack,sb-malaysia-map-pack,nzh0172,naz,https://github.com/nzh0172,1,3,3,573,573,570,570,snapshot_2026_09_10.json,snapshot_2026_09_09.json,3,3,0,0
59,pswbsf/charleston-huntington-wv,charleston-huntington-wv,PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,1,3,3,293,293,290,290,snapshot_2026_09_10.json,snapshot_2026_09_09.json,3,3,0,0
60,danield1909/pathfinding-realism-mod,Pathfinding-Realism-Mod,DanielD1909,DanielD1909,https://github.com/DanielD1909,1,3,3,287,287,284,284,snapshot_2026_09_10.json,snapshot_2026_09_09.json,0,0,3,3
61,prodigious-penguin/penguin-approved-rolling-stock,Penguin-Approved-Rolling-Stock,prodigious-penguin,prodigious-penguin,https://github.com/prodigious-penguin,1,3,3,216,216,213,213,snapshot_2026_09_10.json,snapshot_2026_09_09.json,0,0,3,3
62,xoaninc/madrid-transit-pack,madrid-transit-pack,xoaninc,xoaninc,https://github.com/xoaninc,1,3,3,177,177,174,174,snapshot_2026_09_10.json,snapshot_2026_09_09.json,0,0,3,3
63,noahgarrf/great-society-subway-train,Great-Society-Subway-Train,NoahGarrf,NoahGarrf,https://github.com/NoahGarrf,1,3,3,84,84,81,81,snapshot_2026_09_10.json,snapshot_2026_09_09.json,0,0,3,3
64,jelegend/subwaybuilder,subwaybuilder,jelegend,jelegend,https://github.com/jelegend,1,2,2,3769,3769,3767,3767,snapshot_2026_09_10.json,snapshot_2026_09_09.json,2,2,0,0
65,kronifer/sb-zurich-map,sb-zurich-map,Kronifer,Kronifer,https://github.com/Kronifer,1,2,2,2195,2195,2193,2193,snapshot_2026_09_10.json,snapshot_2026_09_09.json,2,2,0,0
66,nerdiesanders/subway-builder-gchi,subway-builder-gchi,NerdieSanders,NerdieSanders,https://github.com/NerdieSanders,1,2,2,990,990,988,988,snapshot_2026_09_10.json,snapshot_2026_09_09.json,2,2,0,0
67,kimth9/sb_korean_transit_pack_v2,sb_korean_transit_pack_v2,kimth9,kimth9,https://github.com/kimth9,1,2,2,435,435,433,433,snapshot_2026_09_10.json,snapshot_2026_09_09.json,0,0,2,2
68,barkuperman/jerusalem-sb-map,jerusalem-sb-map,BarKuperman,BarKuperman,https://github.com/BarKuperman,1,2,2,280,280,278,278,snapshot_2026_09_10.json,snapshot_2026_09_09.json,2,2,0,0
69,arniber21/dantrains-abridged,dantrains-abridged,arniber21,arniber21,https://github.com/arniber21,1,2,2,247,247,245,245,snapshot_2026_09_10.json,snapshot_2026_09_09.json,0,0,2,2
70,nzh0172/sb-malaysia-map-pack-2,sb-malaysia-map-pack-2,nzh0172,naz,https://github.com/nzh0172,3,2,2,228,228,226,226,snapshot_2026_09_10.json,snapshot_2026_09_09.json,2,2,0,0
71,seanyushoumori/copy-paste,copy-paste,seanyushoumori,seanyushoumori,https://github.com/seanyushoumori,1,2,2,203,203,201,201,snapshot_2026_09_10.json,snapshot_2026_09_09.json,0,0,2,2
72,hernang87/amba-buenos-aires-metropolitan-area-for-subway-builder,AMBA-Buenos-Aires-Metropolitan-Area-for-Subway-Builder,hernang87,hernang87,https://github.com/hernang87,1,2,2,145,145,143,143,snapshot_2026_09_10.json,snapshot_2026_09_09.json,2,2,0,0
73,barkuperman/tlv-mod,TLV-mod,BarKuperman,BarKuperman,https://github.com/BarKuperman,1,1,1,759,759,758,758,snapshot_2026_09_10.json,snapshot_2026_09_09.json,1,1,0,0
74,kaicardenas0618/subway-builder-sfl,subway-builder-sfl,kaicardenas0618,kaicardenas0618,https://github.com/kaicardenas0618,1,1,1,447,447,446,446,snapshot_2026_09_10.json,snapshot_2026_09_09.json,1,1,0,0
75,worstboyinaustral1a/subway-builder-za,subway-builder-za,worstboyinaustral1a,worstboyinaustral1a,https://github.com/worstboyinaustral1a,1,1,1,371,371,370,370,snapshot_2026_09_10.json,snapshot_2026_09_09.json,1,1,0,0
76,crumpetime/sb-maps-orf,sb-maps-orf,crumpetime,muffintime,https://github.com/crumpetime,1,1,1,320,320,319,319,snapshot_2026_09_10.json,snapshot_2026_09_09.json,1,1,0,0
77,rslurry/subwaybuilder-pauseonstart,subwaybuilder-pauseOnStart,rslurry,slurry,https://github.com/rslurry,1,1,1,226,226,225,225,snapshot_2026_09_10.json,snapshot_2026_09_09.json,0,0,1,1
78,tathandev/tathancasino,TathanCasino,TathanDev,TathanDev,https://github.com/TathanDev,1,1,1,213,213,212,212,snapshot_2026_09_10.json,snapshot_2026_09_09.json,0,0,1,1
79,phineapoo/willamette-valley-or,Willamette-Valley-OR,Phineapoo,Phineapoo,https://github.com/Phineapoo,1,1,1,157,157,156,156,snapshot_2026_09_10.json,snapshot_2026_09_09.json,1,1,0,0
80,nzh0172/sb-hideandseek,sb-hideandseek,nzh0172,naz,https://github.com/nzh0172,1,1,1,136,136,135,135,snapshot_2026_09_10.json,snapshot_2026_09_09.json,0,0,1,1
81,lexenygma/sb-brussels,sb-brussels,lexenygma,lexenygma,https://github.com/lexenygma,1,1,1,131,131,130,130,snapshot_2026_09_10.json,snapshot_2026_09_09.json,1,1,0,0
82,barkuperman/anysave,AnySave,BarKuperman,BarKuperman,https://github.com/BarKuperman,1,1,1,113,113,112,112,snapshot_2026_09_10.json,snapshot_2026_09_09.json,0,0,1,1
83,bean1322/toledo-oh-map.git,toledo-oh-map.git,bean1322,bean1322,https://github.com/bean1322,1,1,1,92,92,91,91,snapshot_2026_09_10.json,snapshot_2026_09_09.json,1,1,0,0
84,bean1322/akron-oh-map,akron-oh-map,bean1322,bean1322,https://github.com/bean1322,1,1,1,91,91,90,90,snapshot_2026_09_10.json,snapshot_2026_09_09.json,1,1,0,0
85,noahgarrf/la-metro-trainpack,la-metro-trainpack,NoahGarrf,NoahGarrf,https://github.com/NoahGarrf,1,1,1,30,30,29,29,snapshot_2026_09_10.json,snapshot_2026_09_09.json,0,0,1,1
86,stefanorigano/advanced_analytics,advanced_analytics,stefanorigano,Steno,https://github.com/stefanorigano,1,0,0,13939,13939,13939,13939,snapshot_2026_09_10.json,snapshot_2026_09_09.json,0,0,0,0
87,danield1909/dantrains,danTrains,DanielD1909,DanielD1909,https://github.com/DanielD1909,1,0,0,2300,2300,2300,2300,snapshot_2026_09_10.json,snapshot_2026_09_09.json,0,0,0,0
88,imb11/move-it,move-it,IMB11,IMB11,https://github.com/IMB11,1,0,0,1231,1231,1231,1231,snapshot_2026_09_10.json,snapshot_2026_09_09.json,0,0,0,0
89,kronifer/sb-glasgow-edinburgh-map,sb-glasgow-edinburgh-map,Kronifer,Kronifer,https://github.com/Kronifer,1,0,0,1037,1037,1037,1037,snapshot_2026_09_10.json,snapshot_2026_09_09.json,0,0,0,0
90,kaicardenas0618/subway-builder-peru,subway-builder-peru,kaicardenas0618,kaicardenas0618,https://github.com/kaicardenas0618,9,0,0,773,773,773,773,snapshot_2026_09_10.json,snapshot_2026_09_09.json,0,0,0,0
91,kronifer/sb-dublin-map,sb-dublin-map,Kronifer,Kronifer,https://github.com/Kronifer,1,0,0,608,608,608,608,snapshot_2026_09_10.json,snapshot_2026_09_09.json,0,0,0,0
92,pierreggt/subway-builder-istanbul,subway-builder-istanbul,pierreggt,pierreggt,https://github.com/pierreggt,1,0,0,507,507,507,507,snapshot_2026_09_10.json,snapshot_2026_09_09.json,0,0,0,0
93,danield1909/improvedtwincities,improvedTwinCities,DanielD1909,DanielD1909,https://github.com/DanielD1909,1,0,0,492,492,492,492,snapshot_2026_09_10.json,snapshot_2026_09_09.json,0,0,0,0
94,nzh0172/sb-bangkok,sb-bangkok,nzh0172,naz,https://github.com/nzh0172,1,0,0,383,383,383,383,snapshot_2026_09_10.json,snapshot_2026_09_09.json,0,0,0,0
95,lechicken-nyc/greater-new-york,greater-new-york,chasemanning040911-afk,lechicken,https://github.com/chasemanning040911-afk,1,0,0,380,380,380,380,snapshot_2026_09_10.json,snapshot_2026_09_09.json,0,0,0,0
96,crumpetime/sb-maps-msn,sb-maps-msn,crumpetime,muffintime,https://github.com/crumpetime,1,0,0,361,361,361,361,snapshot_2026_09_10.json,snapshot_2026_09_09.json,0,0,0,0
97,soccerjonj/daytonnati,Daytonnati,soccerjonj,soccerjonj,https://github.com/soccerjonj,1,0,0,355,355,355,355,snapshot_2026_09_10.json,snapshot_2026_09_09.json,0,0,0,0
98,metatablestudios/subwaybuilder-romania,subwaybuilder-romania,metatablestudios,metatablestudios,https://github.com/metatablestudios,1,0,0,314,314,314,314,snapshot_2026_09_10.json,snapshot_2026_09_09.json,0,0,0,0
99,crumpetime/sb-maps-msy,sb-maps-msy,crumpetime,muffintime,https://github.com/crumpetime,1,0,0,261,261,261,261,snapshot_2026_09_10.json,snapshot_2026_09_09.json,0,0,0,0
100,soccerjonj/providence,Providence,soccerjonj,soccerjonj,https://github.com/soccerjonj,1,0,0,239,239,239,239,snapshot_2026_09_10.json,snapshot_2026_09_09.json,0,0,0,0
101,soccerjonj/sacramento,Sacramento,soccerjonj,soccerjonj,https://github.com/soccerjonj,1,0,0,234,234,234,234,snapshot_2026_09_10.json,snapshot_2026_09_09.json,0,0,0,0
102,pswbsf/anchorage-ak,anchorage-ak,PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,1,0,0,229,229,229,229,snapshot_2026_09_10.json,snapshot_2026_09_09.json,0,0,0,0
103,soccerjonj/albany,Albany,soccerjonj,soccerjonj,https://github.com/soccerjonj,1,0,0,228,228,228,228,snapshot_2026_09_10.json,snapshot_2026_09_09.json,0,0,0,0
104,pierreggt/subway-builder-bordeaux,subway-builder-bordeaux,pierreggt,pierreggt,https://github.com/pierreggt,1,0,0,225,225,225,225,snapshot_2026_09_10.json,snapshot_2026_09_09.json,0,0,0,0
105,soccerjonj/nashville,Nashville,soccerjonj,soccerjonj,https://github.com/soccerjonj,1,0,0,225,225,225,225,snapshot_2026_09_10.json,snapshot_2026_09_09.json,0,0,0,0
106,pierreggt/subway-builder-nice,subway-builder-nice,pierreggt,pierreggt,https://github.com/pierreggt,1,0,0,206,206,206,206,snapshot_2026_09_10.json,snapshot_2026_09_09.json,0,0,0,0
107,pswbsf/connecticut-usa,connecticut-usa,PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,1,0,0,191,191,191,191,snapshot_2026_09_10.json,snapshot_2026_09_09.json,0,0,0,0
108,pswbsf/buffalo-ny,buffalo-ny,PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,1,0,0,189,187,189,187,snapshot_2026_09_10.json,snapshot_2026_09_09.json,0,0,0,0
109,kronifer/sb-waterloo-map,sb-waterloo-map,Kronifer,Kronifer,https://github.com/Kronifer,1,0,0,186,186,186,186,snapshot_2026_09_10.json,snapshot_2026_09_09.json,0,0,0,0
110,soccerjonj/colorado-ski-country,Colorado-Ski-Country,soccerjonj,soccerjonj,https://github.com/soccerjonj,1,0,0,186,186,186,186,snapshot_2026_09_10.json,snapshot_2026_09_09.json,0,0,0,0
111,soccerjonj/louisville,Louisville,soccerjonj,soccerjonj,https://github.com/soccerjonj,1,0,0,181,181,181,181,snapshot_2026_09_10.json,snapshot_2026_09_09.json,0,0,0,0
112,giannons46/sofia-subway-builder-map,sofia-subway-builder-map,giannons46,giannons46,https://github.com/giannons46,1,0,0,173,173,173,173,snapshot_2026_09_10.json,snapshot_2026_09_09.json,0,0,0,0
113,pswbsf/pyongyang-nk,pyongyang-nk,PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,1,0,0,158,158,158,158,snapshot_2026_09_10.json,snapshot_2026_09_09.json,0,0,0,0
114,crumpetime/sb-maps-xna,sb-maps-xna,crumpetime,muffintime,https://github.com/crumpetime,1,0,0,156,156,156,156,snapshot_2026_09_10.json,snapshot_2026_09_09.json,0,0,0,0
115,pswbsf/charleston-sc,charleston-sc,PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,1,0,0,151,151,151,151,snapshot_2026_09_10.json,snapshot_2026_09_09.json,0,0,0,0
116,pswbsf/piedmont-triad,piedmont-triad,PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,1,0,0,149,149,149,149,snapshot_2026_09_10.json,snapshot_2026_09_09.json,0,0,0,0
117,jaytotheay/subwaybuilder-map,subwaybuilder-map,JayToTheAy,JayToTheAy,https://github.com/JayToTheAy,1,0,0,145,145,145,145,snapshot_2026_09_10.json,snapshot_2026_09_09.json,0,0,0,0
118,crumpetime/sb-maps-rdu,sb-maps-rdu,crumpetime,muffintime,https://github.com/crumpetime,1,0,0,142,142,142,142,snapshot_2026_09_10.json,snapshot_2026_09_09.json,0,0,0,0
119,pierreggt/subway-builder-ankara,subway-builder-ankara,pierreggt,pierreggt,https://github.com/pierreggt,1,0,0,140,140,140,140,snapshot_2026_09_10.json,snapshot_2026_09_09.json,0,0,0,0
120,pswbsf/wilmington-nc,wilmington-nc,PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,1,0,0,135,135,135,135,snapshot_2026_09_10.json,snapshot_2026_09_09.json,0,0,0,0
121,pswbsf/dayton-oh,dayton-oh,PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,1,0,0,116,116,116,116,snapshot_2026_09_10.json,snapshot_2026_09_09.json,0,0,0,0
122,pierreggt/subway-builder-montpellier,subway-builder-montpellier,pierreggt,pierreggt,https://github.com/pierreggt,1,0,0,110,110,110,110,snapshot_2026_09_10.json,snapshot_2026_09_09.json,0,0,0,0
123,pswbsf/syracuse-ny,syracuse-ny,PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,1,0,0,104,104,104,104,snapshot_2026_09_10.json,snapshot_2026_09_09.json,0,0,0,0
124,jcpires/subway-builder-idf,subway-builder-idf,JcPires,JcPires,https://github.com/JcPires,1,0,0,94,94,94,94,snapshot_2026_09_10.json,snapshot_2026_09_09.json,0,0,0,0
125,pierreggt/subway-builder-antalya,subway-builder-antalya,pierreggt,pierreggt,https://github.com/pierreggt,1,0,0,91,91,91,91,snapshot_2026_09_10.json,snapshot_2026_09_09.json,0,0,0,0
126,crumpetime/sb-maps-rsw,sb-maps-rsw,crumpetime,muffintime,https://github.com/crumpetime,1,0,0,74,74,74,74,snapshot_2026_09_10.json,snapshot_2026_09_09.json,0,0,0,0
127,nerdiesanders/subway-builder-spi,subway-builder-spi,NerdieSanders,NerdieSanders,https://github.com/NerdieSanders,1,0,0,50,50,50,50,snapshot_2026_09_10.json,snapshot_2026_09_09.json,0,0,0,0
128,imb11/subwaycine,SubwayCine,IMB11,IMB11,https://github.com/IMB11,1,0,0,31,31,31,31,snapshot_2026_09_10.json,snapshot_2026_09_09.json,0,0,0,0
